id,label,interactions
unknown person A (HOUSE_OVERSIGHT_027230),unknown person A (HOUSE_OVERSIGHT_027230),3
unknown person A (HOUSE_OVERSIGHT_027226),unknown person A (HOUSE_OVERSIGHT_027226),2
unknown person A (HOUSE_OVERSIGHT_027225) (HOUSE_OVERSIGHT_027225),unknown person A (HOUSE_OVERSIGHT_027225) (HOUSE_OVERSIGHT_027225),17
Facebook Libra cryptocurrency,Facebook Libra cryptocurrency,1
Terje R??d-Larsen,Terje R??d-Larsen,27
Ukraine investigation,Ukraine investigation,1
India-Israel strategy discussions,India-Israel strategy discussions,1
unknown person A (HOUSE_OVERSIGHT_027221) (HOUSE_OVERSIGHT_027221),unknown person A (HOUSE_OVERSIGHT_027221) (HOUSE_OVERSIGHT_027221),3
unknown person A (HOUSE_OVERSIGHT_027220),unknown person A (HOUSE_OVERSIGHT_027220),5
unknown person (HOUSE_OVERSIGHT_027219),unknown person (HOUSE_OVERSIGHT_027219),2
unknown person A (HOUSE_OVERSIGHT_027218),unknown person A (HOUSE_OVERSIGHT_027218),5
unknown person A (HOUSE_OVERSIGHT_027217) (HOUSE_OVERSIGHT_027217),unknown person A (HOUSE_OVERSIGHT_027217) (HOUSE_OVERSIGHT_027217),17
unknown person A (HOUSE_OVERSIGHT_027209),unknown person A (HOUSE_OVERSIGHT_027209),2
Paul G. Edwards' clients,Paul G. Edwards' clients,1
unknown person A (HOUSE_OVERSIGHT_027208),unknown person A (HOUSE_OVERSIGHT_027208),1
bg,bg,2
Russian businessman,Russian businessman,1
medical team appointment,medical team appointment,1
Nobel Laureates,Nobel Laureates,1
Jeffrey Epstein Science,Jeffrey Epstein Science,1
unnamed participants,unnamed participants,1
developer,developer,1
unknown advisor,unknown advisor,1
unknown person A (HOUSE_OVERSIGHT_027187),unknown person A (HOUSE_OVERSIGHT_027187),1
unknown person B (HOUSE_OVERSIGHT_027186),unknown person B (HOUSE_OVERSIGHT_027186),2
email_recipients,email_recipients,2
unknown person A (HOUSE_OVERSIGHT_027182),unknown person A (HOUSE_OVERSIGHT_027182),2
Paul Barrett,Paul Barrett,41
unknown person A (HOUSE_OVERSIGHT_027181),unknown person A (HOUSE_OVERSIGHT_027181),2
unknown accuser,unknown accuser,1
unknown person A (HOUSE_OVERSIGHT_027180),unknown person A (HOUSE_OVERSIGHT_027180),1
unknown person A (HOUSE_OVERSIGHT_027178),unknown person A (HOUSE_OVERSIGHT_027178),1
blockchain for healthcare PDF,blockchain for healthcare PDF,1
privacy of health information,privacy of health information,1
average American,average American,1
Paul (unnamed),Paul (unnamed),1
unknown person A (HOUSE_OVERSIGHT_027165) (HOUSE_OVERSIGHT_027165),unknown person A (HOUSE_OVERSIGHT_027165) (HOUSE_OVERSIGHT_027165),32
BG,BG,1
Gates Foundation,Gates Foundation,1
unknown person A (HOUSE_OVERSIGHT_027150),unknown person A (HOUSE_OVERSIGHT_027150),1
Krause Conference,Krause Conference,1
18-month sentence with early release pending federal cooperation,18-month sentence with early release pending federal cooperation,1
proposed action,proposed action,1
policy framework,policy framework,1
Jeffrey Epstein plea deal,Jeffrey Epstein plea deal,1
unnamed initiative,unnamed initiative,2
political opportunities,political opportunities,1
Bernard J. Tyson,Bernard J. Tyson,1
unknown person A (HOUSE_OVERSIGHT_027146),unknown person A (HOUSE_OVERSIGHT_027146),2
conversation_participants,conversation_participants,1
everyone,everyone,1
advanced science and technology sectors,advanced science and technology sectors,1
Josh Bolton,Josh Bolton,1
December,December,1
unknown person's assessment (HOUSE_OVERSIGHT_027133) (HOUSE_OVERSIGHT_027133),unknown person's assessment (HOUSE_OVERSIGHT_027133) (HOUSE_OVERSIGHT_027133),1
proposed workaround for communication,proposed workaround for communication,1
"Vernon Jordan, Josh Bolton, Jared Kushner","Vernon Jordan, Josh Bolton, Jared Kushner",1
unknown person (HOUSE_OVERSIGHT_027133) (HOUSE_OVERSIGHT_027133),unknown person (HOUSE_OVERSIGHT_027133) (HOUSE_OVERSIGHT_027133),2
unknown person (HOUSE_OVERSIGHT_027128) (HOUSE_OVERSIGHT_027128),unknown person (HOUSE_OVERSIGHT_027128) (HOUSE_OVERSIGHT_027128),7
Ephraim Sneh,Ephraim Sneh,1
Jeffrey Epstein V1 Foundation,Jeffrey Epstein V1 Foundation,2
Jeremy Rubin's travel duration,Jeremy Rubin's travel duration,1
Israel,Israel,1
JEGE Inc.,JEGE Inc.,2
yellow sweatpants in reference to protest movement,yellow sweatpants in reference to protest movement,1
LifeBall gala event,LifeBall gala event,1
adult women,adult women,1
LifeBall AIDS Solidarity Gala,LifeBall AIDS Solidarity Gala,2
Lawrance Visoski,Lawrance Visoski,2
Mongolian ambassador at Breitbart embassy,Mongolian ambassador at Breitbart embassy,1
taping project,taping project,1
Ls3,Ls3,1
Mbz,Mbz,1
sexual assaults of minors,sexual assaults of minors,1
Enterprise recipient,Enterprise recipient,1
Jeffrey Epstein VI Foundation,Jeffrey Epstein VI Foundation,5
broadcast,broadcast,1
Masha Drokova,Masha Drokova,7
BBB AB,BBB AB,2
Daily Beast,Daily Beast,3
unknown person A (HOUSE_OVERSIGHT_027184) (HOUSE_OVERSIGHT_027184),unknown person A (HOUSE_OVERSIGHT_027184) (HOUSE_OVERSIGHT_027184),36
NY Post,NY Post,2
bin Salman,bin Salman,2
state education boards,state education boards,1
global population,global population,1
BHSEC admissions competition,BHSEC admissions competition,1
BHSEC admissions competitiveness and expansion,BHSEC admissions competitiveness and expansion,1
AMFAR Gala,AMFAR Gala,1
Mozart La clemenza di Tito premiere,Mozart La clemenza di Tito premiere,1
Vienna,Vienna,4
George Soros and NGO structures,George Soros and NGO structures,1
this communication,this communication,1
Power Seminar,Power Seminar,1
sensitive communication,sensitive communication,1
Deutsche Bank papers,Deutsche Bank papers,1
third-party ballot access and campaign execution,third-party ballot access and campaign execution,1
independent presidential candidate,independent presidential candidate,1
undisclosed recipient,undisclosed recipient,1
unknown person A (HOUSE_OVERSIGHT_026474) (HOUSE_OVERSIGHT_026474),unknown person A (HOUSE_OVERSIGHT_026474) (HOUSE_OVERSIGHT_026474),1
Politico,Politico,1
unknown person A (HOUSE_OVERSIGHT_029581) (HOUSE_OVERSIGHT_029581),unknown person A (HOUSE_OVERSIGHT_029581) (HOUSE_OVERSIGHT_029581),1
Philip Levine,Philip Levine,2
unknown person A (HOUSE_OVERSIGHT_026449) (HOUSE_OVERSIGHT_026449),unknown person A (HOUSE_OVERSIGHT_026449) (HOUSE_OVERSIGHT_026449),1
"Bolsonaro, Orban, Salvini","Bolsonaro, Orban, Salvini",1
Israel strategy and India arms procurement policy,Israel strategy and India arms procurement policy,1
Saudi Arabia defense industry agreements,Saudi Arabia defense industry agreements,1
debt fund structure discussion,debt fund structure discussion,1
John Castrucci,John Castrucci,2
trump related issues,trump related issues,1
Kenneth E. Mapp,Kenneth E. Mapp,3
New York City residence,New York City residence,3
major city centers outside New York,major city centers outside New York,1
Jane Doe (HOUSE_OVERSIGHT_026384) (HOUSE_OVERSIGHT_026384),Jane Doe (HOUSE_OVERSIGHT_026384) (HOUSE_OVERSIGHT_026384),3
MIT,MIT,2
confidential information,confidential information,2
Alibaba,Alibaba,1
Melanie SpineIlla,Melanie SpineIlla,1
NYU's Courant Institute and Dalton School,NYU's Courant Institute and Dalton School,1
Saint Thomas,Saint Thomas,1
Bill and Melinda Gates Foundation,Bill and Melinda Gates Foundation,2
Michael Wolff's bid to purchase New York Magazine,Michael Wolff's bid to purchase New York Magazine,1
settlement agreement narrative,settlement agreement narrative,1
Alan Dershowitz and Prince Andrew,Alan Dershowitz and Prince Andrew,1
Manhattan home,Manhattan home,1
LHS,LHS,21
debating tips,debating tips,1
HOUSE_OVERSIGHT_026330,HOUSE_OVERSIGHT_026330,1
Deutsche Bank Alex. Brown,Deutsche Bank Alex. Brown,4
Cleveland Clinic neurological institute job posting,Cleveland Clinic neurological institute job posting,1
aircraft sale negotiation,aircraft sale negotiation,1
teen plaintiffs,teen plaintiffs,1
teen victims,teen victims,1
voter verification tools,voter verification tools,1
candidate,candidate,1
undercover sex trafficking investigation,undercover sex trafficking investigation,1
unknown person A (HOUSE_OVERSIGHT_026294) (HOUSE_OVERSIGHT_026294),unknown person A (HOUSE_OVERSIGHT_026294) (HOUSE_OVERSIGHT_026294),2
David Schoen,David Schoen,16
Matt Hiltzig,Matt Hiltzig,2
TB,TB,1
unspecified recipient,unspecified recipient,1
unknown person A (HOUSE_OVERSIGHT_026238),unknown person A (HOUSE_OVERSIGHT_026238),4
Jeb Bush,Jeb Bush,1
Independent Filmmaker Project,Independent Filmmaker Project,7
email recipients,email recipients,7
Rick,Rick,1
recipient,recipient,15
underage sex parties,underage sex parties,1
NPR article about Mueller investigation ending,NPR article about Mueller investigation ending,1
unknown person A (HOUSE_OVERSIGHT_026205),unknown person A (HOUSE_OVERSIGHT_026205),6
Paris house,Paris house,1
he,he,1
unknown person A (HOUSE_OVERSIGHT_026204) (HOUSE_OVERSIGHT_026204),unknown person A (HOUSE_OVERSIGHT_026204) (HOUSE_OVERSIGHT_026204),11
recipients of communication,recipients of communication,3
unknown person A (HOUSE_OVERSIGHT_026199),unknown person A (HOUSE_OVERSIGHT_026199),6
unknown person A (HOUSE_OVERSIGHT_026198) (HOUSE_OVERSIGHT_026198),unknown person A (HOUSE_OVERSIGHT_026198) (HOUSE_OVERSIGHT_026198),10
unknown person A (HOUSE_OVERSIGHT_026193) (HOUSE_OVERSIGHT_026193),unknown person A (HOUSE_OVERSIGHT_026193) (HOUSE_OVERSIGHT_026193),7
unknown person A (HOUSE_OVERSIGHT_026189),unknown person A (HOUSE_OVERSIGHT_026189),3
unknown person A (HOUSE_OVERSIGHT_026177),unknown person A (HOUSE_OVERSIGHT_026177),1
unknown person A (HOUSE_OVERSIGHT_026173) (HOUSE_OVERSIGHT_026173),unknown person A (HOUSE_OVERSIGHT_026173) (HOUSE_OVERSIGHT_026173),6
unknown person A (HOUSE_OVERSIGHT_026170) (HOUSE_OVERSIGHT_026170),unknown person A (HOUSE_OVERSIGHT_026170) (HOUSE_OVERSIGHT_026170),5
unknown person A (HOUSE_OVERSIGHT_026168) (HOUSE_OVERSIGHT_026168),unknown person A (HOUSE_OVERSIGHT_026168) (HOUSE_OVERSIGHT_026168),2
unknown person A (HOUSE_OVERSIGHT_026167) (HOUSE_OVERSIGHT_026167),unknown person A (HOUSE_OVERSIGHT_026167) (HOUSE_OVERSIGHT_026167),2
communication recipients and handlers,communication recipients and handlers,1
Stanley Rosenberg,Stanley Rosenberg,12
Caroline Lang,Caroline Lang,18
unknown political figure (referenced as Miro),unknown political figure (referenced as Miro),1
Jared Kushner,Jared Kushner,12
unknown person A (HOUSE_OVERSIGHT_026090) (HOUSE_OVERSIGHT_026090),unknown person A (HOUSE_OVERSIGHT_026090) (HOUSE_OVERSIGHT_026090),6
"WSJ article ""theyre-not-really-out-to-get-you""","WSJ article ""theyre-not-really-out-to-get-you""",1
subject categories,subject categories,1
unknown person A (HOUSE_OVERSIGHT_026086) (HOUSE_OVERSIGHT_026086),unknown person A (HOUSE_OVERSIGHT_026086) (HOUSE_OVERSIGHT_026086),7
unknown person A (HOUSE_OVERSIGHT_026083) (HOUSE_OVERSIGHT_026083),unknown person A (HOUSE_OVERSIGHT_026083) (HOUSE_OVERSIGHT_026083),5
unknown person A (HOUSE_OVERSIGHT_026080) (HOUSE_OVERSIGHT_026080),unknown person A (HOUSE_OVERSIGHT_026080) (HOUSE_OVERSIGHT_026080),3
unknown person A (HOUSE_OVERSIGHT_026078) (HOUSE_OVERSIGHT_026078),unknown person A (HOUSE_OVERSIGHT_026078) (HOUSE_OVERSIGHT_026078),2
waiting area,waiting area,1
E.B.,E.B.,1
investigations,investigations,2
Peggy,Peggy,2
unknown person A (HOUSE_OVERSIGHT_027460) (HOUSE_OVERSIGHT_027460),unknown person A (HOUSE_OVERSIGHT_027460) (HOUSE_OVERSIGHT_027460),83
Nathan Myrhvold,Nathan Myrhvold,1
Rothschild brand,Rothschild brand,1
content,content,1
Johnny El Hachem,Johnny El Hachem,4
Valeria Chomsky,Valeria Chomsky,4
document,document,5
unnamed individual,unnamed individual,1
Karim,Karim,1
Larry Summers,Larry Summers,7
private airplane,private airplane,1
Saudi Arabian prince's representative,Saudi Arabian prince's representative,1
Zubair Khan,Zubair Khan,27
Skype availability,Skype availability,1
debt ceiling legislation,debt ceiling legislation,1
unknown person A (HOUSE_OVERSIGHT_026012),unknown person A (HOUSE_OVERSIGHT_026012),1
Deepak Chopra,Deepak Chopra,40
request???confirmation networks,request???confirmation networks,1
fascism as efficient governance model,fascism as efficient governance model,1
mass execution of elderly and infirm as population policy,mass execution of elderly and infirm as population policy,1
population control through environmental and economic constraints,population control through environmental and economic constraints,1
music styles and cognitive architecture across populations,music styles and cognitive architecture across populations,1
Bill Barr,Bill Barr,1
New Yorker article,New Yorker article,1
racial differences in cognitive and motor development,racial differences in cognitive and motor development,1
gender differences in cognitive abilities and motivation,gender differences in cognitive abilities and motivation,1
conceptual machine translation,conceptual machine translation,2
Jacques Lang meeting at his house,Jacques Lang meeting at his house,1
Joscha Bach,Joscha Bach,24
United States on Tuesday,United States on Tuesday,1
Boris Nikolic,Boris Nikolic,136
Russia,Russia,1
unknown recipient associated with Biden,unknown recipient associated with Biden,1
minor females and guests,minor females and guests,1
Unknown witness,Unknown witness,1
plaintiff,plaintiff,2
philanthropy age,philanthropy age,2
13-year-old female plaintiff,13-year-old female plaintiff,2
Tiffany Doe,Tiffany Doe,6
Terry Kafka,Terry Kafka,2
Vancouver,Vancouver,2
Stephen Hanson,Stephen Hanson,8
dental student,dental student,1
Democratic political strategy,Democratic political strategy,1
young women in their 20s and 30s,young women in their 20s and 30s,2
David Stern,David Stern,13
David Ster,David Ster,1
business communications,business communications,1
Security Council,Security Council,1
misdemeanors,misdemeanors,2
international leaders and business figures,international leaders and business figures,1
climate summit,climate summit,4
Tyler Shears,Tyler Shears,11
Grundoon,Grundoon,1
situation,situation,2
China regarding mathematics visit,China regarding mathematics visit,1
Mar-a-Lago north,Mar-a-Lago north,1
leaders,leaders,1
investment opportunity,investment opportunity,1
Larry Cohen,Larry Cohen,3
populist,populist,1
video footage availability,video footage availability,1
media screening and press conference,media screening and press conference,1
China's strategy in Venezuela,China's strategy in Venezuela,1
private island in the Caribbean,private island in the Caribbean,1
premier,premier,1
China's operations in Iran and France,China's operations in Iran and France,1
tuxedo with two black shirts,tuxedo with two black shirts,1
Wendy Dolman,Wendy Dolman,1
Katie Johnson,Katie Johnson,8
Carlyn Joslin Castrucci,Carlyn Joslin Castrucci,1
Venice,Venice,2
philanthropic efforts,philanthropic efforts,1
Singapore,Singapore,1
Malaysia,Malaysia,1
James Rybicki,James Rybicki,2
political landscape,political landscape,1
sculpture_lighting_strategy,sculpture_lighting_strategy,1
Africa,Africa,2
first line of defense if House flips,first line of defense if House flips,1
Czech Republic,Czech Republic,1
McGahn's replacement,McGahn's replacement,1
2017 IFP Gotham Awards ceremony,2017 IFP Gotham Awards ceremony,1
Europe,Europe,10
formal invitation,formal invitation,1
CEFOTAJ charitable grant proposal,CEFOTAJ charitable grant proposal,1
England,England,2
account 000-000-0000,account 000-000-0000,1
unknown location,unknown location,2
